LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default_payment_next_month
130000,2,4,2,27,0,0,0,0,-1,-1,37319,38252,46741,42881,367,46265,2031,10000,1000,367,61170,1200,0
60000,2,4,2,26,-1,-1,2,-1,0,-1,3437,16932,2301,6220,2227,10416,16960,0,6227,0,10416,0,0
230000,2,4,2,33,-1,-1,-2,-2,-2,-2,6283,0,0,0,0,0,0,0,0,0,0,0,0
30000,1,3,2,28,-1,-1,-1,-1,-1,-1,29617,4096,2058,540,13056,1690,4096,2064,540,13056,1690,16964,0
50000,1,3,2,39,0,0,0,0,0,0,26842,23540,16980,16908,17327,17895,2500,2010,1500,1000,1000,900,0
350000,2,2,1,33,-1,0,-1,-1,-1,-1,61937,65343,1355,7069,0,180,5343,1359,14615,0,180,1340,0
400000,2,4,2,29,-1,-1,0,0,0,0,5567,13011,22396,26359,41627,16709,13011,10001,5023,20150,5082,4134,0
50000,2,3,2,28,2,2,0,0,0,-2,16639,16041,12151,4963,0,0,14,1505,2000,0,0,0,0
20000,1,3,1,41,1,2,2,2,0,0,19951,19314,20526,19360,19660,6000,0,2976,0,500,120,780,1
80000,2,4,2,27,0,0,0,0,0,0,77967,79561,61018,36084,13693,79701,3565,1752,1105,1499,78000,0,0
120000,2,2,1,69,0,0,0,0,0,0,106775,108715,100937,102939,105307,106617,3810,3700,3658,4000,4515,3500,0
230000,1,4,2,44,-2,-1,-1,-1,-1,-1,5419,3288,806,1467,9192,4388,3306,806,1500,9216,4388,0,0
110000,1,3,1,39,0,0,0,0,0,0,49464,40359,34533,36819,32467,35806,3007,3000,3000,3000,4000,3000,0
290000,2,4,2,31,-1,-1,-1,-1,-1,0,632,0,480,-150,66675,68071,0,480,4,69001,2500,3000,0
160000,2,4,2,29,1,-1,-1,-1,-1,-1,-146,15414,1857,550,2602,10381,17833,2252,9694,10000,11797,7289,0
50000,2,3,1,43,0,0,2,2,0,0,17102,19805,21188,20550,21209,21713,3000,2000,0,1000,1000,1000,1
80000,2,3,1,39,3,2,0,0,2,2,13683,13178,13853,14823,14443,15802,0,1200,1200,0,1600,2200,1
110000,2,4,1,30,0,0,0,0,0,0,49069,14241,15205,16267,53869,54138,1600,1500,1400,38002,1415,1010,0
30000,1,3,1,38,2,0,0,0,0,-2,28484,29242,30037,29682,0,0,1905,1700,1108,0,0,0,0
170000,2,4,2,26,0,0,0,0,2,0,99387,102141,103972,108405,102303,99767,5250,5100,7500,0,3900,3600,0
240000,2,2,1,36,1,-1,-1,-1,2,0,-608,1966,4421,8521,8323,16620,5000,5000,10112,0,13000,10000,0
470000,1,2,2,37,2,2,0,0,0,0,519901,499024,494290,470617,398523,389927,0,20600,19000,14000,13600,13600,1
40000,1,4,2,25,-1,0,0,2,2,0,977,1787,2566,3174,2634,1547,1190,1349,1200,0,547,231,0
120000,1,4,1,34,-1,2,-1,0,0,0,1082,632,1350,900,450,0,0,1350,0,0,0,450,0
280000,2,3,1,50,-1,-1,-1,-1,-1,0,8740,4919,176823,117686,36708,18126,4919,176823,117686,36708,363,853,0
750000,2,3,1,43,-1,-1,-1,-2,-1,-1,72495,99628,74635,63749,85067,83208,99664,74640,63758,85072,83215,124063,0
20000,1,2,1,40,0,0,0,0,0,0,18987,19909,16623,17634,17985,18362,1258,1282,1293,644,667,743,1
140000,2,4,1,33,0,0,0,0,0,0,27234,20191,26276,26847,21713,22143,1389,12000,915,788,791,821,0
160000,1,4,2,33,-1,-1,-2,-2,-2,-2,100,0,0,0,0,0,0,0,0,0,0,0,0
50000,1,3,2,46,0,0,0,0,0,0,45206,45836,49577,18666,19058,19450,2362,20103,667,692,709,689,0
360000,1,3,1,43,-2,-2,-2,-2,-2,-2,0,751,327,0,0,234,751,327,0,0,234,455,0
50000,2,3,2,51,0,0,0,0,0,0,57595,54503,51217,47919,44593,38475,1996,1804,1664,1560,1370,1335,0
340000,2,4,2,33,0,0,2,0,0,2,63201,68466,64478,67271,62269,56502,8100,0,5000,5000,0,10000,0
260000,1,4,2,28,1,-1,-1,-1,-1,-1,-1197,37785,3780,3202,3754,848,40000,3780,3202,4000,848,5795,0
670000,1,4,2,28,0,0,0,0,0,0,88612,91137,99314,95292,63782,41114,5000,10000,4500,6000,1300,3000,0
230000,1,4,2,26,-2,-2,-2,-2,-2,-2,416,371,416,416,566,416,371,461,416,566,416,0,0
50000,2,3,1,58,0,0,0,0,0,0,50182,41207,19129,18538,17494,17833,1500,1700,1500,700,1000,1000,0
60000,2,3,1,38,7,6,5,4,3,2,126220,76247,72225,67850,63073,61761,0,880,528,0,0,2380,0
450000,2,4,1,33,0,0,0,0,0,0,67139,60995,62728,63223,63011,43156,3000,3000,2000,8110,2600,2000,0
110000,2,3,1,30,0,0,0,0,0,0,101706,102946,104260,104162,104754,105707,3687,3850,3670,3662,4000,3795,0
20000,1,3,2,26,0,0,0,0,0,0,18626,20296,18902,38250,19709,19774,2000,1308,683,1472,714,357,1
180000,2,3,1,27,2,2,0,0,0,0,186895,167768,125879,119283,117515,109499,0,6000,3663,3700,3400,2771,1
50000,1,2,2,52,0,0,0,0,0,0,47479,49344,19596,19194,19201,19199,29456,1300,675,694,704,798,0
160000,1,4,1,47,1,2,2,2,2,3,58706,57384,59875,61518,65152,64074,0,3200,3000,5000,0,3000,1
210000,2,3,2,36,1,-2,-2,-2,-1,0,0,0,212,3066,13206,10583,0,212,3066,13206,212,0,0
530000,1,3,1,54,-2,-2,-2,-2,-1,0,-30,-420,390,390,166210,129716,0,1200,390,166210,6000,3000,0
360000,2,4,1,32,0,0,0,0,0,0,16039,20396,19382,13874,9398,10773,5000,2000,5019,2000,2500,5000,0
10000,1,2,2,23,0,0,0,0,0,0,6001,4308,3421,3615,4402,5173,2000,1500,400,1000,1000,500,0
170000,2,3,1,42,-1,-1,-1,-1,-1,-1,415,415,415,415,1215,1390,415,415,415,1215,1390,1215,0
210000,1,4,1,34,0,0,0,0,0,-1,42617,67734,66612,65799,-41,8208,30020,4043,10329,0,8249,2572,0
160000,2,3,1,31,0,0,0,0,0,0,63780,64675,56561,52338,31133,27590,3518,3015,2128,2000,1000,2473,0
70000,2,4,2,24,0,0,0,0,0,0,63903,65248,62958,64209,59482,60883,3000,2190,2201,2181,2413,1952,0
160000,1,4,2,30,-1,-1,-2,-2,-2,-1,30265,-131,-527,-923,-1488,-1884,131,396,396,565,792,0,0
140000,2,4,1,37,0,0,2,2,2,2,124375,133384,135691,137675,135371,138455,11000,6000,5700,0,5500,5000,1
30000,2,3,2,21,0,0,0,0,0,0,9696,10406,5068,2023,1163,0,2000,1000,1002,23,0,0,0
70000,2,2,1,46,0,0,0,2,2,2,11332,12093,13891,13371,14654,14271,1250,2000,0,1500,0,600,1
320000,2,3,1,43,-1,-1,-1,-1,-1,-1,24685,27002,82271,5315,33059,908,30161,82271,5315,33059,908,6382,0
150000,1,3,1,37,2,2,2,2,2,2,106628,100750,86686,78497,67612,55050,7400,0,4800,1800,0,2100,1
70000,1,2,2,28,0,0,0,0,0,0,71199,49042,47087,28596,4465,3204,2507,3024,2122,0,0,48459,0
70000,1,2,1,40,0,0,0,0,0,-1,41986,31059,23283,11523,23516,1600,1455,1278,1000,235,1600,4316,0
230000,1,2,2,37,-1,0,0,0,-1,0,36571,35484,41862,21655,64645,44627,1700,10010,5000,64667,5003,3016,0
230000,1,4,1,35,-1,-1,-2,-2,-2,-2,3454,0,0,0,0,0,0,0,0,0,0,0,1
80000,1,4,2,28,0,0,0,0,0,0,80849,79422,76834,76333,49942,50191,3200,9000,3365,2000,2200,1700,0
150000,1,4,1,41,1,-2,-1,-1,-1,-2,-200,-200,1600,5431,0,0,0,1800,5431,0,0,0,0
50000,1,3,2,43,1,2,2,0,0,0,44344,45363,44326,44901,45844,48385,2021,0,1596,1655,3684,0,1
330000,2,4,2,26,2,0,0,0,0,0,179887,182366,176396,171553,162251,145931,5289,5496,4721,4132,3916,3550,1
180000,2,4,2,30,-1,-1,-1,-1,-2,-1,1650,196,2500,0,0,3650,196,2500,0,0,3650,3859,0
50000,1,3,2,45,0,0,0,0,0,0,30359,28717,16177,15949,14319,17319,2000,2000,2000,1000,3000,2200,0
220000,2,3,2,32,0,0,0,0,0,0,93682,96466,99009,100462,102614,104806,4337,5000,4000,3824,4000,4000,0
80000,2,3,1,36,0,0,0,0,0,0,69760,60445,50857,39813,40248,40935,2500,2061,1413,1460,1751,1958,1
60000,2,2,1,23,2,0,0,0,0,0,60406,57491,59137,59345,29399,29339,2055,2570,1620,1020,1050,1080,0
230000,1,4,2,35,2,2,2,2,2,2,117277,119823,120988,121464,123740,120937,5800,4500,3800,5000,0,4500,0
280000,2,3,2,25,1,2,-1,-1,-1,-1,6714,4526,3868,389,389,384,22,4277,390,390,385,166196,0
120000,2,2,1,38,0,0,0,0,0,0,111098,114863,118038,118805,59210,61267,5600,6500,5000,3000,3000,3000,0
390000,2,3,2,30,0,0,0,-1,-1,0,35169,17147,3350,4710,80474,80330,1070,1226,4710,83756,3100,3100,0
30000,2,4,1,30,0,0,-1,2,-1,-1,3836,4380,1169,779,566,1361,1016,1169,0,567,1365,1834,0
10000,1,2,2,24,1,-1,0,-1,0,0,-372,4253,1777,780,780,0,5253,1500,780,0,0,0,0
230000,2,3,2,30,0,0,0,0,0,0,149775,107052,231164,120523,117102,116718,10000,130223,9953,4014,3307,4100,0
210000,2,4,1,32,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
320000,2,4,2,32,0,0,0,-1,-1,-1,13720,20219,18087,5639,-41,5613,8015,1140,5639,0,5654,0,0
30000,2,4,1,38,0,0,0,0,0,0,26460,27042,27617,28546,13487,8307,2000,1400,1300,700,1000,0,0
300000,2,2,1,30,-1,-1,0,0,-1,-1,12090,15035,25895,16416,3972,2200,15042,25500,6000,3972,2200,0,0
20000,2,2,1,36,0,0,2,0,0,0,21309,22693,20899,20014,19331,17176,3150,0,800,850,660,650,0
10000,1,3,2,46,0,0,0,0,0,0,8866,9844,9319,18202,9287,0,1143,1218,1000,372,0,0,0
150000,2,3,1,43,0,0,0,0,0,0,158844,149298,157537,162697,113925,116382,10004,10009,8014,5008,5012,5000,0
350000,1,3,1,42,0,0,0,0,0,0,195639,196554,177597,181702,176253,179190,7200,7000,7007,7000,6500,6500,0
390000,2,4,1,41,0,0,2,0,0,-2,48378,52279,51176,52286,0,0,4705,0,2712,0,0,0,0
200000,2,4,1,34,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
460000,1,4,1,35,0,0,0,0,0,0,384919,393029,394483,338220,347753,356161,15045,16017,13000,15000,15025,7002,0
360000,2,4,2,31,-2,-2,-2,-2,-2,-2,19847,15979,6450,13166,23964,5470,16059,6482,13242,24011,5497,5415,0
290000,2,3,2,54,-2,-2,-2,-2,-2,-2,-68,-68,-68,675,-6,2168,0,0,743,0,2174,972,0
50000,2,3,1,23,0,-1,0,0,0,0,14465,48796,50206,50831,42731,43224,50295,2500,2031,1274,1500,1600,0
90000,1,3,2,27,2,0,0,0,-2,-2,2542,3556,4490,0,0,0,1066,1000,0,0,0,0,1
360000,1,3,1,31,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
50000,2,2,1,45,2,0,0,0,0,0,47639,35495,16246,14987,15298,15447,1271,1242,683,702,553,723,1
180000,1,3,1,35,0,0,0,0,0,0,95757,76696,77720,79430,81098,82791,3400,2900,3000,3100,3200,7300,0
50000,1,3,2,27,0,0,0,0,0,0,17771,18794,19062,19443,19849,20287,1311,1299,680,703,750,626,0
500000,1,4,2,43,-1,-1,-1,-1,-1,-1,37575,105652,51072,77094,77669,42059,107243,52090,78372,78949,42985,62793,0
170000,2,3,2,28,0,0,-1,-1,-2,-2,28304,17616,308,0,0,0,4000,308,0,0,0,0,0
240000,1,3,1,39,2,0,0,0,0,0,234661,234364,235982,239281,244329,249130,10200,10200,8725,9068,9068,15000,0
210000,2,3,1,34,0,0,0,0,-1,0,149092,153941,157358,3561,34600,32581,7000,7600,1019,36500,3000,3000,0
220000,2,3,1,33,0,0,0,0,0,0,41352,43757,46012,47543,48489,49506,3100,3269,2800,1736,1799,1964,0
80000,2,2,1,25,-1,-1,2,-1,-1,-1,550,1606,1422,2685,1395,2896,1606,4,2693,1395,2906,0,0
30000,2,4,2,23,2,0,0,0,0,0,14546,15570,16882,16911,17416,17608,1265,1577,606,778,630,653,1
230000,2,3,2,33,0,0,0,0,0,0,232796,233564,235149,166637,165699,163858,9000,9500,6000,6150,6000,10500,0
30000,1,4,2,49,0,0,0,2,0,0,25144,25831,29122,28277,20390,20555,1500,4500,0,900,1000,2000,0
140000,1,4,1,34,2,2,2,2,0,0,104651,105162,104207,100326,102740,103444,5000,3600,0,4000,4000,3603,1
10000,2,4,2,21,0,0,0,2,0,0,8278,7888,10084,9699,9699,0,1304,2500,6,0,0,0,0
140000,2,4,2,25,1,-2,-2,-1,-1,-1,-74,-770,-1466,522,142,-554,0,0,3000,0,0,0,1
90000,1,3,1,29,0,0,0,0,0,0,84844,65217,63943,62327,55800,56800,2277,3489,1639,1136,1000,0,0
280000,1,4,1,39,-1,-1,-1,-2,-2,-1,17489,7542,2219,3008,849,1763,7614,2226,3008,1255,152446,0,0
90000,1,4,2,29,-1,-1,-1,0,-1,-1,140,0,280,140,133,2506,0,420,0,133,2513,910,0
270000,2,3,1,51,-1,-1,-1,0,-1,-1,7582,10392,11088,6045,750,4003,10392,11586,6013,750,4003,5000,0
260000,2,4,2,33,0,0,0,0,0,0,248034,241535,174423,46654,202945,180891,11381,7256,2312,200128,7175,5612,0
380000,2,4,2,30,0,0,2,2,0,0,27015,31684,33442,32361,32518,32308,5700,2800,0,1205,1226,1332,0
100000,1,4,2,32,0,0,0,-2,-1,-1,13565,8130,-332,-732,-1782,-2250,1000,0,1732,1268,2000,3500,0
290000,2,4,1,38,1,-1,0,0,0,-1,0,7023,9680,7860,7860,8142,7023,5000,3000,0,8142,0,0
290000,1,3,1,38,1,2,0,0,0,0,296437,192441,194158,197590,187134,180887,25,10013,9526,6549,6373,6781,0
90000,2,3,1,28,-1,0,0,0,0,0,10962,13244,7097,6624,6806,6266,4512,2500,2397,2150,709,22000,1
490000,1,4,2,29,-1,-1,-1,-2,-1,0,264,678,-571,-1796,137158,139345,678,571,1225,140597,6000,3900,0
230000,2,3,1,46,-1,-1,0,0,0,0,207,4090,5848,6849,9331,12687,4999,2655,1919,3400,3920,6655,0
30000,2,4,2,21,2,2,0,0,0,-2,30769,29559,29197,29488,0,0,0,1000,590,0,0,0,0
80000,1,3,2,25,0,0,0,0,-2,-2,77901,79605,79207,0,0,0,3600,2407,0,0,0,0,0
30000,1,3,2,29,6,5,4,3,2,0,32875,32101,31071,30136,28496,29675,0,0,0,0,1642,0,1
220000,1,3,1,43,0,0,0,0,0,0,84466,84356,84151,83591,83789,83885,4000,4000,3500,3500,3500,3500,0
310000,1,4,1,50,-1,-1,-1,-1,-1,-1,316,316,10131,2456,316,316,316,10131,2456,316,316,316,0
130000,2,3,2,26,-2,-2,-1,2,-1,2,90833,2774,740,740,73758,72800,2788,740,0,73758,0,2342,0
170000,2,4,2,34,0,0,0,0,0,0,55623,49216,46239,36300,29350,28164,2253,1888,1200,3782,1160,976,0
50000,2,2,1,33,0,0,0,0,0,0,39847,37561,36725,35346,33810,32788,1719,1783,1200,1200,1500,1000,0
20000,2,3,2,48,0,0,0,2,0,0,14218,15247,16986,16418,16615,16944,1562,2301,0,610,604,779,1
360000,2,3,1,33,-1,-1,-1,0,0,-2,21730,20000,8660,10013,-24,-24,20000,8660,1510,0,0,5189,0
150000,2,4,1,34,0,0,0,0,0,0,97874,130901,127985,126207,126814,125640,54190,6000,5000,5000,5000,5000,0
180000,2,4,1,44,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
140000,1,4,2,32,0,0,0,0,0,0,83768,79736,76167,66410,71150,75781,5000,6029,8000,6000,6000,3000,0
20000,2,2,1,42,0,0,0,0,0,0,17775,18974,18586,18957,19374,19583,1500,1285,656,699,2000,1286,0
20000,2,3,2,24,0,0,0,0,0,0,13542,14852,15571,16584,17067,34262,1543,1262,1275,758,638,1340,0
280000,1,3,2,30,0,0,0,0,0,0,29161,14908,237367,233819,198890,189064,1282,233836,6935,5931,19157,5905,0
100000,1,2,1,49,0,0,-2,-2,-2,-2,33333,0,0,0,0,0,0,0,0,0,0,0,0
50000,2,3,2,45,-2,-2,-2,-2,-2,-2,330,330,4975,4810,330,330,330,4975,4838,330,330,330,0
240000,2,3,1,49,-2,-1,2,-1,-1,-1,0,2353,2135,3305,0,5370,2421,0,3305,0,5370,4605,0
20000,1,4,2,25,0,0,0,0,0,0,20052,5328,18428,19709,19833,19376,1500,15000,2000,1000,900,1000,0
20000,1,3,2,55,2,2,2,2,-2,-2,11736,11180,780,0,0,0,780,0,0,0,0,0,0
180000,1,2,1,32,0,0,0,0,0,0,181293,177552,182492,180746,131166,114909,6400,8612,7534,5506,4850,5000,0
70000,2,4,2,30,0,0,0,0,0,2,12196,13291,14563,14625,15589,15189,1300,1500,600,1200,0,600,0
190000,2,4,1,35,-1,-1,0,0,0,0,980,68738,105265,126905,150953,153223,68738,50000,26905,30000,7000,10000,0
50000,2,3,1,35,0,0,0,0,0,0,48658,50709,36114,23706,20166,19930,3000,2000,3005,700,1000,1000,0
50000,2,4,1,40,0,0,0,0,0,0,48519,35968,29453,26660,26235,27647,1800,1755,1500,1101,2000,1135,0
150000,1,4,1,30,1,-1,2,-1,-1,-1,-819,35457,819,2145,17000,23698,36276,0,2145,17000,23698,411,0
350000,1,3,2,32,0,0,0,0,0,0,262576,237656,222586,205845,174438,157061,10013,10029,10009,5609,6000,10000,0
400000,2,2,2,34,-2,-2,-2,-2,-2,-2,10150,5869,5750,132866,21780,41050,5869,5750,132872,21780,20525,74984,0
80000,2,4,2,37,-1,-1,-1,-1,-1,-1,6734,1990,4500,4640,3966,3410,1990,4500,4640,3966,3410,879,1
50000,1,3,1,40,0,0,0,0,0,0,49073,49531,44002,44356,19344,19354,1691,1942,1296,674,693,1000,0
50000,2,2,1,35,3,2,2,2,0,0,34440,32823,34699,30869,29890,29719,0,3511,0,1045,1066,1134,0
500000,1,4,1,42,0,-1,-1,0,0,0,9894,1500,14148,28190,7423,3588,1500,14148,20000,0,0,1715,0
230000,1,3,1,35,0,0,0,0,0,0,174274,176853,180639,180117,179717,124117,7004,10000,5000,0,5000,189600,0
200000,2,4,2,31,1,-2,-2,-1,-1,-1,3028,1431,1818,4192,6066,1616,1473,1818,4192,6066,1616,2512,0
320000,1,4,2,40,0,0,0,0,0,0,304702,307943,314201,319204,325758,319898,20000,12868,11721,12000,13000,11728,0
270000,1,4,2,32,0,0,0,0,0,0,47116,47771,51414,52993,54962,56523,2000,5000,3000,4000,3000,3000,0
200000,1,4,1,29,-1,-1,-1,0,0,-1,295,1130,12791,40341,9238,1017,1130,12791,28000,1000,2000,74179,0
200000,2,3,2,27,-1,-1,2,0,0,-1,184,2250,823,823,-658,1266,2250,0,0,0,1924,0,1
50000,2,4,2,26,1,-2,-2,-1,-1,-1,0,0,0,1363,0,1624,0,0,1363,0,1624,2349,0
170000,2,4,2,25,0,0,0,-1,0,0,8046,6130,3653,32511,24814,25293,1085,1000,32517,1023,10000,5000,0
180000,2,3,2,35,-2,-2,-1,-1,-1,-1,827,669,785,1809,2067,0,675,785,1809,2067,0,0,0
160000,2,3,1,42,0,0,0,0,0,0,165686,169969,170142,119529,122059,111378,8450,5289,4022,4195,3986,3958,1
450000,2,4,2,54,1,-2,-2,-1,-1,-1,-237,-2400,-2400,3990,30050,9993,0,0,6390,30050,9993,0,0
80000,1,2,1,55,0,0,0,0,0,0,82567,84221,80041,19000,15178,14717,3121,8443,1582,548,531,479,0
240000,1,3,1,36,0,0,0,0,0,0,239003,227962,231284,239410,184094,101776,9700,8500,12036,8300,5000,5000,0
200000,2,4,2,31,-1,-1,0,0,0,-1,1041,1053,3042,1381,1381,27106,2000,2011,0,0,27106,35200,0
320000,2,3,1,39,0,0,0,0,0,0,38332,63396,66871,69339,31525,30861,30000,4700,3000,5000,5000,7000,0
400000,2,3,1,46,0,0,0,0,0,0,43405,39802,37115,39907,35061,35969,15000,15000,10000,15000,20000,20000,0
40000,2,3,2,23,0,0,0,2,2,6,20035,21406,24735,24050,43317,44059,2000,4000,0,20000,2000,0,0
360000,1,4,1,32,-1,-1,-1,-1,-1,-1,2708,5562,3906,8413,3079,4075,5588,3924,8454,3093,4095,3045,0
350000,2,4,1,31,-2,-2,-1,0,0,-1,7914,4221,23907,28528,24965,5727,4221,23916,25528,2965,5753,8095,0
200000,2,4,2,28,0,0,0,0,0,2,184602,187145,190983,188714,196262,198059,7000,7000,9000,10700,10600,0,0
30000,2,2,1,52,0,0,0,0,0,0,27964,25817,27097,27930,16288,17023,1720,2000,1700,1000,1000,1000,0
200000,1,4,2,40,0,0,0,0,0,0,66052,68994,70825,73902,74943,76996,3800,3300,4000,2600,3000,3000,0
210000,2,3,1,30,-1,-1,-2,-2,-2,-2,2818,0,0,0,0,0,0,0,0,0,0,0,0
470000,2,4,2,35,-1,0,0,0,0,0,37342,39348,43806,48213,52585,56883,2500,5000,5000,5000,5000,5000,0
360000,2,2,1,40,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
150000,1,4,2,26,0,0,0,2,0,0,29712,28045,31732,26989,33624,29786,3200,6300,0,10000,2000,2000,0
50000,1,2,2,35,1,2,0,0,0,2,51350,50214,50035,50495,52073,51120,0,2160,2000,4300,0,2061,0
10000,1,2,2,31,0,0,0,0,0,0,5062,5687,6132,5851,5735,6087,1259,1100,197,362,1000,1000,0
50000,2,2,2,41,0,0,0,0,0,0,3048,4063,5081,6090,6211,6342,1074,1092,1101,222,231,231,1
240000,2,3,2,38,0,0,0,0,-1,-1,50254,51445,53015,52479,1307,1203,2000,3000,3000,1307,1203,563,0
50000,2,2,2,60,0,0,0,0,0,0,31164,32384,27553,28101,28690,28467,1756,1445,993,1029,1054,977,0
200000,1,4,1,44,-1,-1,-2,-2,-2,-2,667,0,0,0,0,0,0,0,0,0,0,0,0
20000,1,3,2,24,2,2,2,2,0,0,5266,6026,15855,16295,17023,17388,1000,10000,1000,1000,639,2822,1
50000,1,3,1,50,1,1,-2,-2,-2,-2,36750,0,0,0,0,0,5000,0,0,0,0,0,0
60000,2,3,1,39,-1,-1,-1,-2,-2,-1,12545,1217,0,0,0,465,1217,0,0,0,465,0,1
360000,1,4,1,49,1,-1,-1,-1,-1,-1,-3,630,1019,320,5817,907,633,1030,321,5846,911,6965,0
110000,1,3,1,57,0,0,0,0,0,0,46132,41050,40091,40659,38529,30900,2306,2111,3009,1725,1500,0,0
350000,2,4,1,52,3,2,2,7,7,7,2400,2400,2400,2400,2400,2400,0,0,0,0,0,0,1
200000,2,4,2,34,-1,-1,-1,-1,-1,-2,2603,11381,0,1000,0,0,11381,0,1000,0,0,0,0
80000,1,2,1,41,0,0,0,0,0,-1,76015,77582,60311,62471,21071,2099,3008,3000,5000,10000,2099,0,1
230000,1,2,2,28,0,-1,-1,-1,-1,0,152966,65722,11666,18844,34983,53935,65722,20000,18844,34983,408,14574,0
280000,2,4,2,30,0,0,0,0,0,0,161001,136271,131048,119654,115808,115116,5000,6000,4000,4000,5000,5270,0
200000,1,4,2,47,-1,-1,-1,-1,-1,-1,696,696,696,696,846,696,696,696,696,846,696,696,0
120000,2,4,2,34,0,0,0,0,0,0,67253,31954,16991,18730,21076,24134,1954,1991,3730,9076,4134,497,0
50000,1,4,2,23,0,0,0,0,0,0,34376,35300,32106,32994,18220,18755,1806,1612,1500,652,828,957,0
50000,1,3,2,41,0,0,0,0,0,0,41993,43163,36546,6421,5263,-12,1942,1725,1000,400,0,0,0
50000,1,2,1,54,0,0,0,3,2,2,34301,35450,39455,38564,37842,40342,1700,4630,0,0,3105,0,1
220000,2,4,2,28,0,0,0,0,0,0,55477,44109,32978,30415,28038,25669,3000,5000,13500,14000,13500,13500,0
10000,2,3,1,49,0,0,0,0,0,0,3100,4116,5280,5543,5605,5717,1073,1237,500,300,205,300,1
80000,1,3,2,30,0,0,0,-2,-2,-2,79813,82150,0,0,0,0,3750,0,0,0,0,0,0
120000,1,3,2,28,0,0,0,0,0,0,70124,71355,72962,58163,33358,16829,3000,2830,1600,3600,300,1000,0
30000,1,3,1,30,0,0,0,0,0,-2,27836,28998,29480,29500,0,0,2000,1200,1000,0,1500,0,0
50000,2,3,1,35,1,2,2,2,2,2,8917,8625,11475,10999,12311,11973,0,3000,0,1800,0,1950,1
430000,2,4,2,29,0,0,0,0,0,0,111409,114071,116749,118319,121351,125225,6000,6000,5000,5000,6000,5000,0
60000,2,3,1,35,2,2,2,2,2,2,3167,5601,5366,6772,6515,7906,2500,0,1500,0,1500,0,0
350000,2,4,2,36,-1,-1,-1,-1,0,-1,655,23524,-3626,6531,4440,750,23537,5,10971,0,750,0,0
10000,2,4,2,24,1,2,0,0,2,2,6779,6524,7559,9564,9264,9862,0,1300,2300,0,900,500,0
30000,1,4,2,24,2,2,0,0,0,0,16035,15493,16197,16669,16865,17199,0,1270,742,613,615,646,1
200000,2,4,2,27,0,0,0,0,0,0,8666,9737,16013,28720,23607,24135,1224,6500,15000,3607,684,5000,0
70000,1,3,1,33,0,0,2,0,0,0,21670,24401,23716,24124,24684,25222,3400,0,1100,1100,1100,1103,0
20000,1,3,2,43,1,2,0,0,0,0,20251,19637,19539,20080,18855,20130,0,2000,841,696,1600,0,1
90000,2,4,2,32,1,2,2,0,0,0,32226,33255,32426,32763,33602,34193,1839,0,1176,1367,1300,4337,1
20000,1,4,1,44,0,0,0,0,0,0,17974,32768,16057,14189,13265,12214,2000,1506,1000,800,1000,1000,0
240000,1,2,1,41,1,2,2,2,2,-2,101060,104498,106628,102650,0,0,6000,4650,0,0,0,0,0
230000,2,3,1,40,1,-2,-1,-1,-1,-1,0,0,3504,4272,2977,1900,0,3504,4272,2977,1900,0,0
180000,2,4,2,28,0,0,0,0,0,-1,12595,18704,24410,29184,7325,326,7000,7000,7000,5000,326,7276,0
250000,2,3,1,25,0,0,0,0,0,0,13358,19102,23681,20869,25490,31258,6000,5000,4000,5000,6000,5000,0
210000,2,4,1,36,-2,-2,-2,-2,-2,-2,167,0,0,0,0,0,0,0,0,0,0,0,0
180000,1,4,2,28,-2,-2,-2,-2,-2,-1,-124,0,0,0,225,35173,1004,0,0,225,24815,10250,0
110000,1,3,2,41,0,0,0,0,0,0,120767,133593,125852,118254,120537,112021,24800,4400,4300,4205,4500,4304,0
400000,2,3,1,32,0,0,0,0,0,0,183339,179701,179979,89317,59413,65890,10016,7473,6151,2000,7015,45,0
80000,1,3,1,35,0,0,0,0,0,0,79875,77201,78535,79296,75274,78051,4000,3500,3322,3000,5007,3000,0
50000,1,4,2,23,0,0,0,0,0,0,8003,9025,9868,9406,9605,9805,1310,1153,400,350,360,350,0
150000,2,3,2,29,0,0,0,0,0,0,84357,86398,64763,66093,62568,63828,2841,3000,1839,1773,1792,1846,0
390000,2,4,1,40,1,-1,0,0,0,0,30245,227123,211996,210100,206462,203201,236533,38142,15152,38097,23080,15055,0
10000,2,2,1,24,0,0,0,0,0,0,8283,8754,9436,5856,6059,5999,1500,1246,210,298,120,0,0
